File,Game,Event Description,INPUT_A,OUTPUT_A,INPUT_B,OUTPUT_B,GT,Prediction
oqme57.mp4,Cyberpunk 2077,"(a) A shelf is rotating on top of other objects on the ground
(b) The shelf rolls off of the objects
(c) The shelf rolls up a crate
(d) The shelf falls onto the ground","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A shelf is rotating on top of other objects on the ground
(b) The shelf rolls off of the objects
(c) The shelf rolls up a crate
(d) The shelf falls onto the ground

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player sees the shelf, it may or may not be possible to see the other objects on the ground. If the shelf is possible to see but not go down, it is a bug.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 41,
    ""prompt_tokens"": 86,
    ""total_tokens"": 127
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A shelf is rotating on top of other objects on the ground
(b) The shelf rolls off of the objects
(c) The shelf rolls up a crate
(d) The shelf falls onto the ground

Which event is a bug?

A:Let's think like a game tester. When the player sees the shelf, it may or may not be possible to see the other objects on the ground. If the shelf is possible to see but not go down, it is a bug.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" (c).""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 3,
    ""prompt_tokens"": 139,
    ""total_tokens"": 142
  }
}",(a),(c)
nnlere.mp4,Cyberpunk 2077,"(a) The player initiates a melee attack from behind an enemy
(b) The enemy disappears
(c) The enemy re-appears facing the player
(d) The enemy dies","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player initiates a melee attack from behind an enemy
(b) The enemy disappears
(c) The enemy re-appears facing the player
(d) The enemy dies

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player attacks the enemy, the enemy may disappear or may not re-appear, depending on how the player interacts with the game.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 30,
    ""prompt_tokens"": 81,
    ""total_tokens"": 111
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player initiates a melee attack from behind an enemy
(b) The enemy disappears
(c) The enemy re-appears facing the player
(d) The enemy dies

Which event is a bug?

A:Let's think like a game tester. When the player attacks the enemy, the enemy may disappear or may not re-appear, depending on how the player interacts with the game.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" (c).""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 3,
    ""prompt_tokens"": 123,
    ""total_tokens"": 126
  }
}",(b),(c)
p6xm78.mp4,Cyberpunk 2077,"(a) The player crashes a motorbike into the pole of a traffic signal
(b) The player falls off of the motorbike
(c) The player mounts the motorbike which is upside down on the road
(d) The player's torso and head are in the ground","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player crashes a motorbike into the pole of a traffic signal
(b) The player falls off of the motorbike
(c) The player mounts the motorbike which is upside down on the road
(d) The player's torso and head are in the ground

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player crashes his bike into the traffic stop light, he may be falling off his motorbike while upside down on the road. This will cause the game to crash.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 36,
    ""prompt_tokens"": 99,
    ""total_tokens"": 135
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player crashes a motorbike into the pole of a traffic signal
(b) The player falls off of the motorbike
(c) The player mounts the motorbike which is upside down on the road
(d) The player's torso and head are in the ground

Which event is a bug?

A:Let's think like a game tester. When the player crashes his bike into the traffic stop light, he may be falling off his motorbike while upside down on the road. This will cause the game to crash.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 147,
    ""total_tokens"": 149
  }
}",(c),c.
ka7yth.mp4,Cyberpunk 2077,"(a) A car is driving next to a ledge
(b) The car drives over the ledge
(c) The car drives over the air
(d) The car drives back onto another ledge","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A car is driving next to a ledge
(b) The car drives over the ledge
(c) The car drives over the air
(d) The car drives back onto another ledge

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". In most cases, the event \""a\"" is a bug. However, there are a few cases where the event \""a\"" is not a bug. Therefore, we think it is appropriate to call it \""a bug.\""""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 46,
    ""prompt_tokens"": 82,
    ""total_tokens"": 128
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A car is driving next to a ledge
(b) The car drives over the ledge
(c) The car drives over the air
(d) The car drives back onto another ledge

Which event is a bug?

A:Let's think like a game tester. In most cases, the event ""a"" is a bug. However, there are a few cases where the event ""a"" is not a bug. Therefore, we think it is appropriate to call it ""a bug.""
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" (c).""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 3,
    ""prompt_tokens"": 140,
    ""total_tokens"": 143
  }
}",(c),(c)
kae98l.mp4,Cyberpunk 2077,"(a) A car is driving towards a closed shipping container
(b) The car collides with the shipping container
(c) The car drives inside the wall of the shipping container
(d) The car is inside of the shipping container","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A car is driving towards a closed shipping container
(b) The car collides with the shipping container
(c) The car drives inside the wall of the shipping container
(d) The car is inside of the shipping container

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". In many cases, the events of a game can be fixed by playing the game again. However, in some cases, the events may need to be attended to specifically.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 35,
    ""prompt_tokens"": 90,
    ""total_tokens"": 125
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) A car is driving towards a closed shipping container
(b) The car collides with the shipping container
(c) The car drives inside the wall of the shipping container
(d) The car is inside of the shipping container

Which event is a bug?

A:Let's think like a game tester. In many cases, the events of a game can be fixed by playing the game again. However, in some cases, the events may need to be attended to specifically.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 137,
    ""total_tokens"": 139
  }
}",(c),c.
kbqzb0.mp4,Cyberpunk 2077,"(a) The player is driving a car towards another car on the road
(b) The player's car collides with the other car
(c) The player's car becomes entangled with the other car
(d) The player drives their car away from the other car","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player is driving a car towards another car on the road
(b) The player's car collides with the other car
(c) The player's car becomes entangled with the other car
(d) The player drives their car away from the other car

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the car and the car behind me hit me, the car in front of me started going through the air. My car became entrapped in the traffic jam, as both cars around me started careening into my car.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 47,
    ""prompt_tokens"": 97,
    ""total_tokens"": 144
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player is driving a car towards another car on the road
(b) The player's car collides with the other car
(c) The player's car becomes entangled with the other car
(d) The player drives their car away from the other car

Which event is a bug?

A:Let's think like a game tester. When the car and the car behind me hit me, the car in front of me started going through the air. My car became entrapped in the traffic jam, as both cars around me started careening into my car.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 156,
    ""total_tokens"": 158
  }
}",(c),c.
kbwq31.mp4,Cyberpunk 2077,"(a) The player equips a sword in a menu
(b) The player exits the menu
(c) The player is holding up their empty hands
(d) The player attacks an enemy","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player equips a sword in a menu
(b) The player exits the menu
(c) The player is holding up their empty hands
(d) The player attacks an enemy

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player enters the first menu, the player's sword is already equipped. However, the player leaves the first menu and attacks an enemy. The second menu doesn't exist anymore.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 38,
    ""prompt_tokens"": 82,
    ""total_tokens"": 120
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player equips a sword in a menu
(b) The player exits the menu
(c) The player is holding up their empty hands
(d) The player attacks an enemy

Which event is a bug?

A:Let's think like a game tester. When the player enters the first menu, the player's sword is already equipped. However, the player leaves the first menu and attacks an enemy. The second menu doesn't exist anymore.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 132,
    ""total_tokens"": 134
  }
}",(c),c.
kc7eum.mp4,Cyberpunk 2077,"(a) The player walks up to a man
(b) A game information overlay pops up on the screen
(c) The player closes the overlay
(d) The man slides backwards while standing upright","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player walks up to a man
(b) A game information overlay pops up on the screen
(c) The player closes the overlay
(d) The man slides backwards while standing upright

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player walks up, the game information overlay pops up on the screen. However, the player cannot slide backwards through the game without breaking the game.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 32,
    ""prompt_tokens"": 83,
    ""total_tokens"": 115
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player walks up to a man
(b) A game information overlay pops up on the screen
(c) The player closes the overlay
(d) The man slides backwards while standing upright

Which event is a bug?

A:Let's think like a game tester. When the player walks up, the game information overlay pops up on the screen. However, the player cannot slide backwards through the game without breaking the game.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 127,
    ""total_tokens"": 129
  }
}",(d),c.
kcd6h0.mp4,Cyberpunk 2077,"(a) The player enters a car
(b) The player drives the car forwards
(c) The car is sent flying upwards into the sky
(d) The car lands on the ground","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player enters a car
(b) The player drives the car forwards
(c) The car is sent flying upwards into the sky
(d) The car lands on the ground

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the car drives forward, it may cause the car to fly upwards, but it also may not land on the ground.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 26,
    ""prompt_tokens"": 81,
    ""total_tokens"": 107
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player enters a car
(b) The player drives the car forwards
(c) The car is sent flying upwards into the sky
(d) The car lands on the ground

Which event is a bug?

A:Let's think like a game tester. When the car drives forward, it may cause the car to fly upwards, but it also may not land on the ground.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" (c).""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 3,
    ""prompt_tokens"": 119,
    ""total_tokens"": 122
  }
}",(c),(c)
kd3oxq.mp4,Cyberpunk 2077,"(a) The player drives their car forwards beside a stationary sports car
(b) The side of the player's car collides with the side of the sports car 
(c) The sports car is sent flying upwards and forwards in the air
(d) The sports car lands on the ground in front of several other cars","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player drives their car forwards beside a stationary sports car
(b) The side of the player's car collides with the side of the sports car 
(c) The sports car is sent flying upwards and forwards in the air
(d) The sports car lands on the ground in front of several other cars

Which event is a bug?

A:Let's think like a game tester","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "". When the player's car crashes into the sports car, the side of the sports car will hit the player's car and send them into the air. The player will then be able to drive their car back to the sports car.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 47,
    ""prompt_tokens"": 108,
    ""total_tokens"": 155
  }
}","Q: In the Cyberpunk 2077 video game, the following sequence of events happened:

(a) The player drives their car forwards beside a stationary sports car
(b) The side of the player's car collides with the side of the sports car 
(c) The sports car is sent flying upwards and forwards in the air
(d) The sports car lands on the ground in front of several other cars

Which event is a bug?

A:Let's think like a game tester. When the player's car crashes into the sports car, the side of the sports car will hit the player's car and send them into the air. The player will then be able to drive their car back to the sports car.
Among (a) through (d), the answer is","{
  ""choices"": [
    {
      ""finish_reason"": ""stop"",
      ""index"": 0,
      ""logprobs"": null,
      ""text"": "" c.""
    }
  ],
  ""created"": -1,
  ""id"": ""anonymized"",
  ""model"": ""text-ada-001"",
  ""object"": ""text_completion"",
  ""usage"": {
    ""completion_tokens"": 2,
    ""prompt_tokens"": 167,
    ""total_tokens"": 169
  }
}",(c),c.
